Scan_Name,S.No.,Name,CMPRs.,P/E,Mar CapRs.Cr.,Div Yld%,NP QtrRs.Cr.,Qtr Profit Var%,Sales QtrRs.Cr.,Qtr Sales Var%,ROCE%,Profit Var 3Yrs%,ROE%,ROE 3Yr%,Company_Path,Ticker,Match_Quality,Match_Source,Down%,All time highRs.,52w HighRs.,3mth return%,PAT 12MRs.Cr.,PEG,Avg PAT 10YrsRs.Cr.,Avg Div Payout 3Yrs%,Sales Var 3Yrs%,Net BlockRs.Cr.,Net Block 3Yrs BackRs.Cr.,NP PY QtrRs.Cr.,Exp Qtr NPRs.Cr.
beaten_down,39.,Adani Power,152.51,23.70,294110.88,0.00,3305.13,-13.49,14109.15,-5.66,22.54,37.69,26.10,40.43,/company/ADANIPOWER/consolidated/,ADANIPOWER.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,50.,All Time Plastic,272.95,37.78,1788.03,0.00,12.82,5.17,157.98,21.47,19.23,24.16,21.00,21.94,/company/ALLTIME/,ALLTIME.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,46.,Amines & Plast.,216.61,29.96,1191.79,0.23,7.43,-14.20,140.29,2.04,20.17,19.74,17.11,16.90,/company/AMNPLST/consolidated/,AMNPLST.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,4.,Ashoka Buildcon,186.73,2.98,5241.94,0.00,226.89,44.61,1887.07,-23.46,39.70,49.27,54.78,37.42,/company/ASHOKA/consolidated/,ASHOKA.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,7.,Avantel,181.25,91.84,4802.57,0.11,3.23,-56.23,51.91,0.29,37.06,46.42,28.12,31.48,/company/AVANTEL/consolidated/,AVANTEL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,14.,BLS Internat.,331.15,24.13,13634.80,0.30,180.98,49.76,710.57,44.23,33.62,65.40,34.31,32.25,/company/BLS/consolidated/,BLS.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,6.,Bharat Electron,406.50,54.02,297142.51,0.59,969.05,22.62,4439.74,4.62,38.88,30.36,29.22,26.44,/company/BEL/consolidated/,BEL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,34.,CMS Info Systems,372.15,16.31,6120.85,1.75,93.58,3.07,627.41,4.67,23.67,17.39,17.06,18.84,/company/CMSINFO/consolidated/,CMSINFO.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,42.,Carraro India,454.30,29.57,2582.77,1.00,28.51,4.17,489.18,4.07,21.84,72.37,19.97,17.18,/company/CARRARO/,CARRARO.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,2.,Coal India,388.50,7.22,239422.00,6.82,8734.17,-20.22,35842.19,-1.71,48.04,26.74,38.89,48.67,/company/COALINDIA/consolidated/,COALINDIA.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,44.,D B Corp,269.40,14.38,4801.76,4.45,80.84,-31.42,559.45,-5.15,21.06,37.10,16.73,15.47,/company/DBCORP/consolidated/,DBCORP.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,21.,D-Link India,485.75,16.42,1724.65,4.12,24.38,3.26,350.16,1.26,28.34,32.89,21.31,22.42,/company/DLINKINDIA/consolidated/,DLINKINDIA.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,13.,DDev Plastiks,343.65,18.22,3555.98,0.51,52.15,22.85,769.22,22.99,33.92,50.26,24.89,26.69,/company/DDEVPLSTIK/,DDEVPLSTIK.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,1.,Dam Capital Advi,236.91,16.13,1674.62,0.42,0.23,-98.96,30.85,-30.58,64.08,67.63,48.67,42.21,/company/DAMCAPITAL/consolidated/,DAMCAPITAL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,23.,Dynamic Cables,400.35,27.16,1940.04,0.06,18.21,56.98,262.04,25.65,26.37,28.05,22.07,20.47,/company/DYCL/,DYCL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,35.,EIH,365.65,29.11,22866.44,0.41,36.88,27.48,573.58,8.93,23.43,92.50,17.95,15.95,/company/EIHOTEL/consolidated/,EIHOTEL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,25.,EIH Assoc.Hotels,376.65,23.20,2295.17,0.93,6.18,100.00,68.74,6.61,25.70,92.64,19.24,18.68,/company/EIHAHOTELS/,EIHAHOTELS.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,11.,Ecos (India),239.75,24.88,1438.50,1.00,13.26,0.08,177.64,23.31,34.46,87.43,28.31,34.65,/company/ECOSMOBLTY/,ECOSMOBLTY.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,41.,Elgi Equipments,481.95,42.09,15273.43,0.46,85.60,17.58,866.70,8.19,21.91,27.26,20.06,21.25,/company/ELGIEQUIP/consolidated/,ELGIEQUIP.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,28.,Engineers India,201.66,20.47,11334.15,1.98,65.40,-28.60,870.36,39.52,25.01,61.13,23.17,21.03,/company/ENGINERSIN/consolidated/,ENGINERSIN.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,53.,Eveready Inds.,381.30,31.09,2771.57,0.39,30.23,22.82,374.14,7.09,16.98,21.34,19.52,16.39,/company/EVEREADY/consolidated/,EVEREADY.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,33.,Fineotex Chem,249.98,27.47,2864.15,0.32,25.03,-13.70,137.07,-3.40,23.76,25.18,18.37,24.48,/company/FCL/consolidated/,FCL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,12.,Gokul Agro,410.25,22.90,6052.97,0.00,71.61,35.42,4924.35,14.78,34.20,25.98,26.95,23.46,/company/GOKULAGRO/consolidated/,GOKULAGRO.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,36.,Grauer & Weil,86.10,26.01,3903.87,0.58,43.61,-14.00,253.26,-4.10,23.34,25.80,17.58,18.37,/company/GRAUWEIL/consolidated/,505710.BO,HIGH,BSE,,,,,,,,,,,,,
beaten_down,30.,Guj Pipavav Port,158.62,19.40,7668.32,5.17,100.73,-3.74,250.45,1.82,24.89,26.68,18.96,17.79,/company/GPPL/,GPPL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,5.,Indrapr.Medical,455.50,24.90,4175.71,0.99,51.46,14.94,365.06,4.94,39.10,36.90,30.04,28.29,/company/INDRAMEDCO/,INDRAMEDCO.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,19.,Indus Towers,352.05,9.74,94875.26,0.00,1736.80,-9.82,8057.60,9.14,28.99,16.21,32.50,23.32,/company/INDUSTOWER/consolidated/,INDUSTOWER.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,26.,Innovana Think.,498.70,21.78,1022.34,0.00,13.12,27.59,32.09,27.75,25.60,29.00,22.92,24.55,/company/INNOVANA/consolidated/,INNOVANA.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,24.,Ivalue Infosolut,284.15,18.32,1521.34,0.00,,,,,25.77,21.83,19.88,20.81,/company/IVALUE/,IVALUE.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,54.,JSW Infrast,317.00,41.73,66570.05,0.25,389.57,31.54,1223.85,21.20,13.92,63.87,16.24,17.94,/company/JSWINFRA/consolidated/,JSWINFRA.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,37.,Jagsonpal Pharma,222.38,34.75,1481.75,1.12,10.80,38.64,75.61,23.06,22.95,29.31,18.58,17.04,/company/JAGSNPHARM/,JAGSNPHARM.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,29.,Jash Engineering,477.25,36.48,2994.99,0.42,-5.17,-1118.00,127.61,11.40,24.95,39.64,22.35,22.90,/company/JASH/consolidated/,JASH.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,43.,Jupiter Wagons,338.30,45.35,14360.77,0.30,32.86,-63.17,410.85,-54.09,21.49,95.14,16.96,19.97,/company/JWL/,JWL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,31.,Jyothy Labs,318.10,31.92,11681.09,1.10,76.27,1.55,666.96,1.06,24.62,31.52,18.97,18.45,/company/JYOTHYLAB/consolidated/,JYOTHYLAB.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,20.,KNR Construct.,198.99,5.40,5596.29,0.13,123.41,-28.49,612.72,-37.79,28.58,44.50,27.24,23.44,/company/KNRCON/consolidated/,KNRCON.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,49.,L T Foods,401.30,22.45,13935.26,0.75,168.50,10.01,2463.92,19.00,19.23,27.50,16.76,17.63,/company/LTFOODS/consolidated/,LTFOODS.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,51.,Laxmi Dental,327.75,77.91,1801.38,0.00,8.33,-27.83,65.60,9.94,19.20,69.97,21.88,32.42,/company/LAXMIDENTL/consolidated/,LAXMIDENTL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,38.,Magellanic Cloud,77.26,43.53,4515.04,0.04,27.77,5.47,163.96,24.05,22.91,51.62,22.23,27.90,/company/MCLOUD/consolidated/,MCLOUD.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,9.,Mamata Machinery,451.10,25.70,1110.06,0.11,2.65,1104.55,38.66,39.97,34.92,23.51,26.89,24.87,/company/MAMATA/consolidated/,MAMATA.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,17.,Mangal Electrica,473.75,27.67,1308.98,0.00,3.73,-31.56,89.66,-21.57,30.43,98.15,34.13,29.35,/company/MEIL/,MEIL.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,47.,Marksans Pharma,166.67,21.57,7552.88,0.48,58.20,-34.29,619.99,4.97,20.03,27.23,16.77,17.01,/company/MARKSANS/consolidated/,MARKSANS.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,18.,Master Trust,153.99,13.98,1728.78,0.00,27.11,-21.76,131.66,-17.89,30.09,33.48,22.97,22.80,/company/MASTERTR/consolidated/,MASTERTR.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,3.,Natl. Aluminium,214.50,6.88,39395.75,4.90,1049.48,78.36,3806.94,33.29,43.96,21.30,32.72,19.63,/company/NATIONALUM/consolidated/,NATIONALUM.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,40.,Pudumjee Paper,122.69,11.16,1164.94,0.49,36.24,31.45,196.45,-3.15,22.35,27.74,16.74,17.81,/company/PDMJEPAPER/,PDMJEPAPER.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,16.,Rajoo Engineers,82.81,31.05,1479.61,0.18,15.02,174.59,85.07,67.23,32.62,36.61,26.12,18.90,/company/RAJOOENG/consolidated/,RAJOOENG.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,32.,Saksoft,198.20,22.73,2627.17,0.40,32.35,26.42,249.07,23.91,24.04,18.97,18.94,20.64,/company/SAKSOFT/consolidated/,SAKSOFT.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,8.,Sri Lotus,191.34,41.12,9351.24,0.00,25.79,-36.09,61.32,-49.19,37.06,206.86,41.27,52.18,/company/LOTUSDEV/consolidated/,LOTUSDEV.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,15.,Steelcast,214.26,27.39,2168.31,0.67,19.88,53.75,106.69,37.75,32.94,29.60,24.24,29.84,/company/STEELCAS/,STEELCAS.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,27.,Systematix Corp.,132.50,33.21,1809.13,0.08,10.46,501.15,39.17,33.78,25.09,38.19,20.43,23.31,/company/526506/consolidated/,526506.BO,HIGH,BSE,,,,,,,,,,,,,
beaten_down,45.,TajGVK Hotels,416.85,22.08,2613.71,0.48,36.22,184.97,106.39,14.63,20.80,112.33,16.22,16.36,/company/TAJGVK/,TAJGVK.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,48.,Talbros Auto.,299.90,19.28,1851.23,0.23,22.20,7.71,206.76,1.18,19.31,28.27,15.93,16.48,/company/TALBROAUTO/consolidated/,TALBROAUTO.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,52.,Usha Martin,452.75,34.13,13797.18,0.66,100.81,-3.05,887.19,7.36,18.75,15.39,15.83,17.77,/company/USHAMART/consolidated/,USHAMART.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,22.,Vikram Solar,331.85,85.84,12003.58,0.00,133.36,483.89,1133.58,79.67,26.45,61.62,16.57,15.15,/company/VIKRAMSOLR/consolidated/,VIKRAMSOLR.NS,HIGH,NSE,,,,,,,,,,,,,
beaten_down,10.,Insolation Ener,179.30,31.27,3950.75,0.06,64.92,60.56,721.73,57.32,34.73,162.83,34.87,40.01,/company/543620/consolidated/,ENFUSE.NS,LOW,NSE,,,,,,,,,,,,,
beaten_down2,53.,ADF Foods,220.54,34.56,2422.93,0.54,15.24,1.33,132.88,9.26,16.91,,,,/company/ADFFOODS/consolidated/,ADFFOODS.NS,HIGH,NSE,37.69,,,,,,,,,,,,
beaten_down2,31.,Aeroflex,174.61,47.77,2258.06,0.17,7.17,-42.22,84.33,-6.04,22.34,,,,/company/AEROFLEX/consolidated/,AEROFLEX.NS,HIGH,NSE,35.81,,,,,,,,,,,,
beaten_down2,40.,Amines & Plast.,216.61,29.96,1191.79,0.23,7.43,-14.20,140.29,2.04,20.17,,,,/company/AMNPLST/consolidated/,AMNPLST.NS,HIGH,NSE,38.09,,,,,,,,,,,,
beaten_down2,4.,Ashoka Buildcon,186.73,2.98,5241.94,0.00,226.89,44.61,1887.07,-23.46,39.70,,,,/company/ASHOKA/consolidated/,ASHOKA.NS,HIGH,NSE,41.46,,,,,,,,,,,,
beaten_down2,68.,BCL Industries,41.80,11.98,1233.78,0.62,33.48,35.41,791.95,24.59,13.24,,,,/company/BCLIND/consolidated/,BCLIND.NS,HIGH,NSE,30.68,,,,,,,,,,,,
beaten_down2,9.,BLS Internat.,331.15,24.13,13634.80,0.30,180.98,49.76,710.57,44.23,33.62,,,,/company/BLS/consolidated/,BLS.NS,HIGH,NSE,36.60,,,,,,,,,,,,
beaten_down2,19.,Bhansali Engg.,100.66,14.52,2505.01,3.97,45.89,-13.98,307.91,-9.45,25.34,,,,/company/BEPL/consolidated/,BEPL.NS,HIGH,NSE,38.60,,,,,,,,,,,,
beaten_down2,67.,Bharat Wire,164.01,16.07,1124.86,0.00,15.61,-13.52,141.65,6.13,13.38,,,,/company/BHARATWIRE/,BHARATWIRE.NS,HIGH,NSE,41.20,,,,,,,,,,,,
beaten_down2,35.,Birlasoft Ltd,350.30,20.63,9757.36,1.86,106.43,-29.15,1284.90,-3.20,20.95,,,,/company/BSOFT/consolidated/,BSOFT.NS,HIGH,NSE,43.89,,,,,,,,,,,,
beaten_down2,34.,Bombay Super Hyb,126.98,48.35,1332.49,0.00,12.27,10.34,152.94,-2.44,21.16,,,,/company/BSHSL/,BSHSL.NS,HIGH,NSE,30.88,,,,,,,,,,,,
beaten_down2,26.,CMS Info Systems,372.15,16.31,6120.85,1.75,93.58,3.07,627.41,4.67,23.67,,,,/company/CMSINFO/consolidated/,CMSINFO.NS,HIGH,NSE,39.64,,,,,,,,,,,,
beaten_down2,55.,Chamanlal Setia,259.10,12.64,1288.39,0.96,21.64,-4.33,307.27,-15.32,16.71,,,,/company/CLSEL/,CLSEL.NS,HIGH,NSE,42.06,,,,,,,,,,,,
beaten_down2,44.,Crompton Gr. Con,293.10,35.85,18873.14,1.02,123.90,-19.40,1998.34,-6.52,19.01,,,,/company/CROMPTON/consolidated/,CROMPTON.NS,HIGH,NSE,34.47,,,,,,,,,,,,
beaten_down2,5.,Dolat Algotech,81.84,7.89,1440.38,0.31,38.93,-45.86,110.60,-27.11,35.48,,,,/company/DOLATALGO/consolidated/,DOLATALGO.NS,HIGH,NSE,45.17,,,,,,,,,,,,
beaten_down2,36.,Easy Trip Plann.,8.12,38.76,2953.12,0.00,0.44,-95.94,113.79,-25.43,20.89,,,,/company/EASEMYTRIP/consolidated/,EASEMYTRIP.NS,HIGH,NSE,57.29,,,,,,,,,,,,
beaten_down2,7.,Ecos (India),239.75,24.88,1438.50,1.00,13.26,0.08,177.64,23.31,34.46,,,,/company/ECOSMOBLTY/,ECOSMOBLTY.NS,HIGH,NSE,51.55,,,,,,,,,,,,
beaten_down2,32.,Elgi Equipments,481.95,42.09,15273.43,0.46,85.60,17.58,866.70,8.19,21.91,,,,/company/ELGIEQUIP/consolidated/,ELGIEQUIP.NS,HIGH,NSE,30.65,,,,,,,,,,,,
beaten_down2,13.,Enviro Infra,245.50,22.56,4309.26,0.00,42.48,47.89,240.92,17.42,31.68,,,,/company/EIEL/consolidated/,EIEL.NS,HIGH,NSE,37.37,,,,,,,,,,,,
beaten_down2,25.,Fineotex Chem,249.98,27.47,2864.15,0.32,25.03,-13.70,137.07,-3.40,23.76,,,,/company/FCL/consolidated/,FCL.NS,HIGH,NSE,40.96,,,,,,,,,,,,
beaten_down2,61.,GNA Axles,313.30,13.14,1345.02,0.96,23.03,-17.10,344.21,-13.87,14.31,,,,/company/GNA/,GNA.NS,HIGH,NSE,31.71,,,,,,,,,,,,
beaten_down2,79.,Gandhar Oil Ref.,141.91,18.42,1389.01,0.35,26.09,-14.92,902.96,-9.23,10.59,,,,/company/GANDHAR/consolidated/,GANDHAR.NS,HIGH,NSE,43.96,,,,,,,,,,,,
beaten_down2,45.,Geojit Fin. Ser.,78.15,14.47,2181.34,1.92,28.67,-37.79,153.15,-15.42,18.84,,,,/company/GEOJITFSL/consolidated/,GEOJITFSL.NS,HIGH,NSE,48.92,,,,,,,,,,,,
beaten_down2,24.,Goldiam Intl.,382.40,33.56,4317.98,0.78,33.61,52.86,229.73,38.56,24.59,,,,/company/GOLDIAM/consolidated/,GOLDIAM.NS,HIGH,NSE,32.79,,,,,,,,,,,,
beaten_down2,56.,Gopal Snacks,345.80,97.26,4309.44,0.29,2.52,-90.04,322.17,-9.07,16.31,,,,/company/GOPAL/,GOPAL.NS,HIGH,NSE,33.50,,,,,,,,,,,,
beaten_down2,70.,Gufic BioScience,351.15,57.59,3521.24,0.03,12.07,-42.14,226.91,11.88,13.18,,,,/company/GUFICBIO/,GUFICBIO.NS,HIGH,NSE,30.36,,,,,,,,,,,,
beaten_down2,42.,Gujarat Gas,435.10,26.15,29951.85,1.34,327.64,-0.93,3870.89,-13.02,19.50,,,,/company/GUJGASLTD/consolidated/,GUJGASLTD.NS,HIGH,NSE,30.61,,,,,,,,,,,,
beaten_down2,76.,HMA Agro Inds.,31.03,18.01,1553.89,0.97,0.60,-39.10,1122.61,57.53,11.81,,,,/company/HMAAGRO/consolidated/,HMAAGRO.NS,HIGH,NSE,37.31,,,,,,,,,,,,
beaten_down2,63.,Hariom Pipe,496.00,22.64,1535.98,0.12,23.61,34.84,460.96,34.32,14.11,,,,/company/HARIOMPIPE/,HARIOMPIPE.NS,HIGH,NSE,34.56,,,,,,,,,,,,
beaten_down2,85.,Hinduja Global,496.60,,2310.20,0.00,11.16,24.39,1056.23,-3.27,3.01,,,,/company/HGS/consolidated/,HGS.NS,HIGH,NSE,38.46,,,,,,,,,,,,
beaten_down2,11.,IIFL Capital,288.30,12.68,8944.80,1.04,175.54,-3.76,617.37,-3.52,33.27,,,,/company/IIFLCAPS/consolidated/,IIFLCAPS.NS,HIGH,NSE,35.79,,,,,,,,,,,,
beaten_down2,84.,IKIO Tech,212.42,79.50,1641.60,0.00,2.38,-82.89,120.14,-5.43,8.22,,,,/company/IKIO/consolidated/,IKIO.NS,HIGH,NSE,30.13,,,,,,,,,,,,
beaten_down2,30.,ION Exchange,406.80,28.20,5966.40,0.37,48.44,8.32,583.19,2.75,22.34,,,,/company/IONEXCHANG/consolidated/,IONEXCHANG.NS,HIGH,NSE,45.34,,,,,,,,,,,,
beaten_down2,1.,Indian Energy Ex,141.18,28.99,12588.92,2.12,113.04,21.00,139.99,13.30,53.61,,,,/company/IEX/,IEX.NS,HIGH,NSE,34.46,,,,,,,,,,,,
beaten_down2,82.,Indian Renewable,152.68,27.47,42891.34,0.00,246.68,-35.71,1947.29,28.94,9.37,,,,/company/IREDA/,IREDA.NS,HIGH,NSE,36.37,,,,,,,,,,,,
beaten_down2,47.,Indo Amines,138.82,15.32,1007.66,0.36,28.84,49.35,287.59,8.55,18.32,,,,/company/INDOAMIN/consolidated/,INDOAMIN.NS,HIGH,NSE,38.93,,,,,,,,,,,,
beaten_down2,66.,Indo Count Inds.,269.65,25.92,5340.54,0.74,37.79,-51.43,958.71,1.84,13.52,,,,/company/ICIL/consolidated/,ICIL.NS,HIGH,NSE,36.40,,,,,,,,,,,,
beaten_down2,54.,InfoBeans Tech.,493.45,21.99,1196.12,0.20,23.32,200.90,111.85,15.36,16.81,,,,/company/INFOBEAN/consolidated/,INFOBEAN.NS,HIGH,NSE,32.21,,,,,,,,,,,,
beaten_down2,59.,JNK,276.45,62.40,1546.85,0.11,1.17,-82.06,98.89,12.49,14.93,,,,/company/JNKINDIA/,JNKINDIA.NS,HIGH,NSE,62.84,,,,,,,,,,,,
beaten_down2,71.,JTL Industries,71.17,32.38,2718.99,0.18,15.87,-48.31,504.16,-2.23,13.01,,,,/company/JTLIND/,JTLIND.NS,HIGH,NSE,39.07,,,,,,,,,,,,
beaten_down2,28.,Jagsonpal Pharma,222.38,34.75,1481.75,1.12,10.80,38.64,75.61,23.06,22.95,,,,/company/JAGSNPHARM/,JAGSNPHARM.NS,HIGH,NSE,32.21,,,,,,,,,,,,
beaten_down2,21.,Jash Engineering,477.25,36.48,2994.99,0.42,-5.17,-1118.00,127.61,11.40,24.95,,,,/company/JASH/consolidated/,JASH.NS,HIGH,NSE,31.72,,,,,,,,,,,,
beaten_down2,33.,Jupiter Wagons,338.30,45.35,14360.77,0.30,32.86,-63.17,410.85,-54.09,21.49,,,,/company/JWL/,JWL.NS,HIGH,NSE,42.47,,,,,,,,,,,,
beaten_down2,23.,Jyothy Labs,318.10,31.92,11681.09,1.10,76.27,1.55,666.96,1.06,24.62,,,,/company/JYOTHYLAB/consolidated/,JYOTHYLAB.NS,HIGH,NSE,42.04,,,,,,,,,,,,
beaten_down2,2.,K.P. Energy,399.75,21.83,2674.61,0.15,25.42,39.59,219.47,72.57,41.72,,,,/company/KPEL/consolidated/,KPEL.NS,HIGH,NSE,40.78,,,,,,,,,,,,
beaten_down2,16.,KNR Construct.,198.99,5.40,5596.29,0.13,123.41,-28.49,612.72,-37.79,28.58,,,,/company/KNRCON/consolidated/,KNRCON.NS,HIGH,NSE,44.55,,,,,,,,,,,,
beaten_down2,52.,Kellton Tech,23.90,14.14,1165.29,0.00,22.65,13.59,295.47,12.80,17.11,,,,/company/KELLTONTEC/consolidated/,KELLTONTEC.NS,HIGH,NSE,32.68,,,,,,,,,,,,
beaten_down2,43.,Laxmi Dental,327.75,77.91,1801.38,0.00,8.33,-27.83,65.60,9.94,19.20,,,,/company/LAXMIDENTL/consolidated/,LAXMIDENTL.NS,HIGH,NSE,43.88,,,,,,,,,,,,
beaten_down2,74.,M M Forgings,311.65,11.93,1504.70,1.28,22.34,-31.11,348.81,-5.35,12.50,,,,/company/MMFL/,MMFL.NS,HIGH,NSE,47.84,,,,,,,,,,,,
beaten_down2,14.,MSTC,492.30,15.94,3465.79,8.23,42.34,7.85,77.43,12.15,29.26,,,,/company/MSTCLTD/consolidated/,MSTCLTD.NS,HIGH,NSE,39.20,,,,,,,,,,,,
beaten_down2,6.,Mamata Machinery,451.10,25.70,1110.06,0.11,2.65,1104.55,38.66,39.97,34.92,,,,/company/MAMATA/consolidated/,MAMATA.NS,HIGH,NSE,30.49,,,,,,,,,,,,
beaten_down2,27.,Man Infra,148.89,23.05,6010.19,0.60,58.32,-28.30,182.90,-46.46,23.52,,,,/company/MANINFRA/consolidated/,MANINFRA.NS,HIGH,NSE,43.34,,,,,,,,,,,,
beaten_down2,41.,Marksans Pharma,166.67,21.57,7552.88,0.48,58.20,-34.29,619.99,4.97,20.03,,,,/company/MARKSANS/consolidated/,MARKSANS.NS,HIGH,NSE,53.53,,,,,,,,,,,,
beaten_down2,8.,Marsons,178.55,99.57,3072.85,0.00,8.03,53.24,47.03,57.40,33.82,,,,/company/517467/,517467.BO,HIGH,BSE,49.85,,,,,,,,,,,,
beaten_down2,10.,Monarch Networth,321.85,16.52,2551.25,0.31,45.25,12.87,97.98,15.41,33.31,,,,/company/MONARCH/consolidated/,MONARCH.NS,HIGH,NSE,34.98,,,,,,,,,,,,
beaten_down2,69.,Nitin Spinners,325.40,10.50,1829.40,0.92,40.99,-2.68,793.31,-1.20,13.19,,,,/company/NITINSPIN/,NITINSPIN.NS,HIGH,NSE,34.18,,,,,,,,,,,,
beaten_down2,72.,Oil India,411.30,10.20,66902.38,2.80,2046.51,0.56,7928.66,-2.36,12.89,,,,/company/OIL/consolidated/,OIL.NS,HIGH,NSE,30.78,,,,,,,,,,,,
beaten_down2,75.,PCBL Chemical,382.90,35.16,14453.04,1.44,94.10,-20.31,2114.05,-1.38,11.82,,,,/company/PCBL/consolidated/,PCBL.NS,HIGH,NSE,31.81,,,,,,,,,,,,
beaten_down2,57.,PDS,318.10,29.98,4496.33,1.05,20.03,-34.72,2999.42,14.44,15.92,,,,/company/PDSL/consolidated/,PDSL.NS,HIGH,NSE,51.73,,,,,,,,,,,,
beaten_down2,65.,PNC Infratech,294.55,18.73,7556.36,0.20,431.31,-71.63,1422.80,-34.36,13.89,,,,/company/PNCINFRA/consolidated/,PNCINFRA.NS,HIGH,NSE,37.38,,,,,,,,,,,,
beaten_down2,39.,Panama Petrochem,282.90,9.54,1711.36,1.77,42.62,-15.05,693.22,3.35,20.41,,,,/company/PANAMAPET/consolidated/,PANAMAPET.NS,HIGH,NSE,32.03,,,,,,,,,,,,
beaten_down2,17.,Panorama Studios,179.50,29.35,1273.35,0.11,3.50,40.00,136.35,283.11,27.17,,,,/company/539469/consolidated/,539469.BO,HIGH,BSE,30.43,,,,,,,,,,,,
beaten_down2,49.,Praj Industries,335.20,43.99,6161.41,1.79,5.34,-91.39,640.20,-8.43,17.92,,,,/company/PRAJIND/consolidated/,PRAJIND.NS,HIGH,NSE,61.69,,,,,,,,,,,,
beaten_down2,29.,Pudumjee Paper,122.69,11.16,1164.94,0.49,36.24,31.45,196.45,-3.15,22.35,,,,/company/PDMJEPAPER/,PDMJEPAPER.NS,HIGH,NSE,47.16,,,,,,,,,,,,
beaten_down2,81.,REC Ltd,377.55,5.89,99417.37,4.77,4465.71,29.06,14737.45,12.68,9.96,,,,/company/RECLTD/consolidated/,RECLTD.NS,HIGH,NSE,34.14,,,,,,,,,,,,
beaten_down2,18.,Radhika Jeweltec,90.25,17.00,1064.95,0.00,18.21,39.11,99.15,5.77,25.78,,,,/company/RADHIKAJWE/,RADHIKAJWE.NS,HIGH,NSE,42.15,,,,,,,,,,,,
beaten_down2,60.,Rail Vikas,344.40,60.24,71808.09,0.50,134.36,-39.92,3908.77,-4.05,14.72,,,,/company/RVNL/consolidated/,RVNL.NS,HIGH,NSE,33.08,,,,,,,,,,,,
beaten_down2,12.,Rajoo Engineers,82.81,31.05,1479.61,0.18,15.02,174.59,85.07,67.23,32.62,,,,/company/RAJOOENG/consolidated/,RAJOOENG.NS,HIGH,NSE,75.13,,,,,,,,,,,,
beaten_down2,62.,Rajratan Global,318.40,28.32,1616.55,0.63,13.52,-11.29,246.51,11.98,14.22,,,,/company/RAJRATAN/consolidated/,RAJRATAN.NS,HIGH,NSE,48.48,,,,,,,,,,,,
